frequency,Dynamic_BAL_njobs50_mode0_L2_norm_flow_time,Dynamic_BAL_njobs50_mode0_maximum_flow_time,Dynamic_BAL_njobs50_mode1_L2_norm_flow_time,Dynamic_BAL_njobs50_mode1_maximum_flow_time,Dynamic_BAL_njobs50_mode2_L2_norm_flow_time,Dynamic_BAL_njobs50_mode2_maximum_flow_time,Dynamic_BAL_njobs50_mode4_L2_norm_flow_time,Dynamic_BAL_njobs50_mode4_maximum_flow_time,Dynamic_BAL_njobs50_mode8_L2_norm_flow_time,Dynamic_BAL_njobs50_mode8_maximum_flow_time,Dynamic_BAL_njobs50_mode16_L2_norm_flow_time,Dynamic_BAL_njobs50_mode16_maximum_flow_time
65536,377154.385515,10075.000000,352433.827073,14198.000000,367437.537541,12866.000000,371194.354487,11345.000000,377154.568050,10075.000000,377154.385515,10075.000000
2,450035.417092,8548.000000,435114.521163,11935.000000,445786.716186,8735.000000,450035.417092,8548.000000,450035.417092,8548.000000,450035.417092,8548.000000
8,500907.363116,8491.000000,483199.030631,13632.000000,497500.519102,9981.000000,500907.363116,8491.000000,500907.363116,8491.000000,500907.363116,8491.000000
32,851981.832816,17397.000000,822022.685764,17631.000000,851497.086997,17397.000000,851981.832816,17397.000000,851981.832816,17397.000000,851981.832816,17397.000000
4,641456.453859,12182.000000,613813.772018,14172.000000,635033.413613,12309.000000,641456.453859,12182.000000,641456.453859,12182.000000,641456.453859,12182.000000
512,803027.203239,15553.000000,768500.615695,18329.000000,784050.764337,16073.000000,799554.623231,15553.000000,803027.203239,15553.000000,803027.203239,15553.000000
256,837535.846639,15997.000000,794692.032428,17721.000000,825993.816829,15997.000000,837535.846639,15997.000000,837535.846639,15997.000000,837535.846639,15997.000000
128,1063706.626729,19145.000000,1003388.750296,26514.000000,1045376.863055,19145.000000,1063706.626729,19145.000000,1063706.626729,19145.000000,1063706.626729,19145.000000
64,1006150.744773,19158.000000,942888.575616,22453.000000,991318.759470,19745.000000,1006150.744773,19158.000000,1006150.744773,19158.000000,1006150.744773,19158.000000
16,980887.890696,16074.000000,923872.571711,29716.000000,966204.827324,29655.000000,980887.890696,16074.000000,980887.890696,16074.000000,980887.890696,16074.000000
4096,1225962.377975,19630.000000,1157972.440682,21211.000000,1196024.012223,19852.000000,1223919.492401,19630.000000,1225962.377975,19630.000000,1225962.377975,19630.000000
1024,1456877.120853,134069.000000,1426605.200302,24321.000000,1505331.302279,22574.000000,1529131.993349,21644.000000,1535641.034572,21644.000000,1535641.034572,21644.000000
2048,2019499.896452,79504.000000,1924904.354189,35373.000000,1992670.431447,35373.000000,2035332.541324,35373.000000,2046535.315893,35373.000000,2066994.182547,35373.000000
16384,2507207.021874,116503.000000,2364852.363879,48309.000000,2476700.363095,43240.000000,2521985.895502,43246.000000,2564716.950006,43239.000000,2564716.950006,43239.000000
8192,2580136.579143,103882.000000,2427926.013685,43602.000000,2564056.248035,37908.000000,2623037.388925,37618.000000,2624143.676389,37618.000000,2629467.630097,37618.000000
32768,3591511.586110,106753.000000,3342904.358236,116105.000000,3423140.714029,111228.000000,3569836.804631,57160.000000,3647714.204259,57160.000000,3647714.204259,57160.000000
