frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,195949.753848,195949.753848,195949.753848,195949.753848,195949.753848,195949.753848
128,689589.106608,689589.106608,689589.106608,689589.106608,689589.106608,689589.106608
32,664321.889749,664321.889749,664321.889749,664321.889749,664321.889749,664321.889749
2,548497.752598,549599.837323,549599.837323,549599.837323,549599.837323,549599.837323
4,800600.035728,800600.035728,800600.035728,800600.035728,800600.035728,800600.035728
1024,866280.600153,876894.471963,877882.097740,877882.097740,877882.097740,877882.097740
16,894656.606393,895845.993768,895845.993768,895845.993768,895845.993768,895845.993768
64,937099.999591,939027.325205,939027.325205,939027.325205,939027.325205,939027.325205
256,996995.036984,999680.556756,999680.556756,999680.556756,999680.556756,999680.556756
4096,1076427.050763,1085417.380229,1088461.385011,1088461.385011,1088461.385011,1088461.385011
16384,1641566.019850,1694760.325923,1694760.325923,1694760.325923,1694704.784943,1694760.325923
2048,1270504.409118,1272607.407550,1272607.407550,1272607.407550,1272650.501567,1272607.407550
8192,987115.664223,991128.377801,996278.984840,996278.984840,996278.984840,996278.984840
512,1274086.611769,1279108.721870,1279108.721870,1279108.721870,1279108.721870,1279108.721870
32768,1638499.640730,1639958.392539,1638720.939135,1639455.707003,1639455.707003,1588270.803109
65536,2336595.648401,2338796.046735,2338796.046735,2338796.046735,2338796.046735,2321176.920050
