frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,606169.971640,606811.234391,606811.234391,606811.234391,606811.234391,606811.234391
2,573809.216944,573907.230486,573907.230486,573907.230486,573907.230486,573907.230486
4,732101.285043,738080.899933,738080.899933,738080.899933,738080.899933,738080.899933
128,701793.731937,701885.221497,701885.221497,701885.221497,701909.458652,701885.221497
32,866841.109064,872841.479910,872841.479910,872841.479910,872786.234312,872841.479910
16384,993700.076076,994950.726124,995151.514388,995151.514388,995478.022357,995151.514388
4096,901574.742953,922316.852626,931745.746358,931745.768594,931745.768594,931745.746358
64,1064102.149075,1079148.577426,1088431.642330,1088431.642330,1088431.642330,1088431.642330
16,1019140.876949,1028469.158305,1028469.158305,1028469.158305,1028469.158305,1028469.158305
256,1342790.589659,1342790.589659,1343510.483904,1343510.483904,1343510.483904,1295300.318819
1024,1553101.000453,1593034.072238,1593034.072238,1593034.072238,1592864.668563,1550350.912183
512,1536921.381097,1590402.153026,1590779.173510,1590779.173510,1590779.173510,1547522.603953
8192,1751818.116826,1797810.890214,1801151.106520,1801151.106520,1801151.106520,1748313.541979
2048,1907337.272782,1939820.239106,1964379.926013,1964384.624753,1964257.868538,1909840.905409
32768,1704652.685022,1728823.851837,1741330.412883,1741166.542626,1741166.542626,1700878.422952
65536,4560456.053499,4817947.440086,4855211.180124,4855211.180124,4855211.180124,4742568.706163
