frequency,Dynamic_BAL_njobs100_mode0_L2_norm_flow_time,Dynamic_BAL_njobs100_mode0_maximum_flow_time,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode1_maximum_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_maximum_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_maximum_flow_time,Dynamic_BAL_njobs100_mode8_L2_norm_flow_time,Dynamic_BAL_njobs100_mode8_maximum_flow_time,Dynamic_BAL_njobs100_mode16_L2_norm_flow_time,Dynamic_BAL_njobs100_mode16_maximum_flow_time
256,696788.734512,15182.000000,684126.849116,16347.000000,696788.734512,15182.000000,696788.734512,15182.000000,696788.734512,15182.000000,696788.734512,15182.000000
4,432352.551425,7765.000000,430017.017053,10095.000000,432353.973422,7765.000000,432352.551425,7765.000000,432352.551425,7765.000000,432352.551425,7765.000000
2,698560.841662,9746.000000,696576.873142,10217.000000,698560.841662,9746.000000,698560.841662,9746.000000,698560.841662,9746.000000,698560.841662,9746.000000
64,969643.265876,17442.000000,960546.095255,17741.000000,969643.265876,17442.000000,969643.265876,17442.000000,969643.265876,17442.000000,969643.265876,17442.000000
16,905169.201935,13868.000000,898844.516030,15944.000000,905169.201935,13868.000000,905169.201935,13868.000000,905169.201935,13868.000000,905169.201935,13868.000000
1024,1389309.374173,76969.000000,1431240.265057,22905.000000,1440492.621373,22905.000000,1441305.180884,22905.000000,1441305.180884,22905.000000,1441305.180884,22905.000000
32768,1178481.192267,73984.000000,1163703.018198,31224.000000,1198104.106364,25395.000000,1209337.001639,23402.000000,1219193.341909,23402.000000,1219193.341909,23402.000000
2048,1257037.798413,36234.000000,1273633.558977,23720.000000,1285735.805147,18888.000000,1286900.597345,18888.000000,1286900.597345,18888.000000,1286900.597345,18888.000000
16384,2245509.126942,84046.000000,2253496.676090,38507.000000,2284611.194199,38507.000000,2284611.194199,38507.000000,2284611.194199,38507.000000,2284611.194199,38507.000000
8,832490.822367,11445.000000,819956.313681,20178.000000,832490.822367,11445.000000,832490.822367,11445.000000,832490.822367,11445.000000,832490.822367,11445.000000
4096,1069747.385712,20002.000000,1046613.245632,22517.000000,1069747.385712,20002.000000,1069747.385712,20002.000000,1069747.385712,20002.000000,1069747.385712,20002.000000
32,1113048.132666,19111.000000,1110451.664617,19111.000000,1113048.132666,19111.000000,1113048.132666,19111.000000,1113048.132666,19111.000000,1113048.132666,19111.000000
128,1239942.159505,19705.000000,1234715.442422,19705.000000,1239942.159505,19705.000000,1239942.159505,19705.000000,1239942.159505,19705.000000,1239942.159505,19705.000000
65536,2003735.674051,159032.000000,1902375.587712,38654.000000,1992909.927908,36228.000000,2048260.385525,36227.000000,2048260.385525,36227.000000,2048260.385525,36227.000000
8192,1994028.022410,99687.000000,1933591.041620,65799.000000,2006272.775988,39909.000000,2036215.526719,39909.000000,2036215.526719,39909.000000,2036215.526719,39909.000000
512,1616836.156144,108097.000000,1606459.021825,30801.000000,1651148.707583,27646.000000,1653553.152651,27646.000000,1653553.152651,27646.000000,1653553.152651,27646.000000
