frequency,Dynamic_BAL_njobs500_mode0_L2_norm_flow_time,Dynamic_BAL_njobs500_mode0_maximum_flow_time,Dynamic_BAL_njobs500_mode1_L2_norm_flow_time,Dynamic_BAL_njobs500_mode1_maximum_flow_time,Dynamic_BAL_njobs500_mode2_L2_norm_flow_time,Dynamic_BAL_njobs500_mode2_maximum_flow_time,Dynamic_BAL_njobs500_mode4_L2_norm_flow_time,Dynamic_BAL_njobs500_mode4_maximum_flow_time,Dynamic_BAL_njobs500_mode8_L2_norm_flow_time,Dynamic_BAL_njobs500_mode8_maximum_flow_time,Dynamic_BAL_njobs500_mode16_L2_norm_flow_time,Dynamic_BAL_njobs500_mode16_maximum_flow_time
8,288144.583367,13851.000000,288144.583367,13851.000000,288144.583367,13851.000000,288144.583367,13851.000000,288144.583367,13851.000000,288144.583367,13851.000000
16,633654.714999,28487.000000,633654.714999,28487.000000,633654.714999,28487.000000,633654.714999,28487.000000,633654.714999,28487.000000,633654.714999,28487.000000
4,447800.492722,8023.000000,447800.492722,8023.000000,447800.492722,8023.000000,447800.492722,8023.000000,447800.492722,8023.000000,447800.492722,8023.000000
65536,487092.047171,16906.000000,487092.047171,16906.000000,487092.047171,16906.000000,487092.047171,16906.000000,487092.047171,16906.000000,487092.047171,16906.000000
64,765373.820741,14761.000000,765373.820741,14761.000000,765373.820741,14761.000000,765373.820741,14761.000000,765373.820741,14761.000000,765373.820741,14761.000000
512,780377.183306,23053.000000,780377.183306,23053.000000,780377.183306,23053.000000,780377.183306,23053.000000,780377.183306,23053.000000,780377.183306,23053.000000
2,576740.684947,21460.000000,576740.684947,21460.000000,576740.684947,21460.000000,576740.684947,21460.000000,576740.684947,21460.000000,576740.684947,21460.000000
32768,933629.436385,30572.000000,942239.426359,25007.000000,942239.426359,25007.000000,942239.426359,25007.000000,896554.501541,54720.000000,896554.501541,54720.000000
1024,1314628.142939,68453.000000,1364149.180397,24111.000000,1364149.180397,24111.000000,1364149.180397,24111.000000,1364149.180397,24111.000000,1364149.180397,24111.000000
128,1187066.662359,20283.000000,1187066.662359,20283.000000,1187066.662359,20283.000000,1187066.662359,20283.000000,1187066.662359,20283.000000,1187066.662359,20283.000000
16384,1283692.705611,66467.000000,1326383.710974,26218.000000,1326383.710974,26218.000000,1326383.710974,26218.000000,1326383.710974,26218.000000,1283692.705611,66467.000000
32,1236544.038021,25785.000000,1236544.038021,25785.000000,1236544.038021,25785.000000,1236544.038021,25785.000000,1236544.038021,25785.000000,1236544.038021,25785.000000
4096,1145076.070939,20939.000000,1145076.070939,20939.000000,1145076.070939,20939.000000,1145076.070939,20939.000000,1145076.070939,20939.000000,1145076.070939,20939.000000
2048,1380724.641691,76186.000000,1441204.792440,25449.000000,1441204.792440,25449.000000,1441204.792440,25449.000000,1441204.792440,25449.000000,1414468.873452,35234.000000
8192,1361908.886763,98603.000000,1453235.784606,25729.000000,1453235.784606,25729.000000,1453235.784606,25729.000000,1453235.784606,25729.000000,1387998.788820,64342.000000
256,1615408.657837,126566.000000,1659205.028311,26044.000000,1659205.028311,26044.000000,1659205.028311,26044.000000,1659205.028311,26044.000000,1602865.634960,76190.000000
