frequency,Dynamic_BAL_njobs100_mode1_L2_norm_flow_time,Dynamic_BAL_njobs100_mode2_L2_norm_flow_time,Dynamic_BAL_njobs100_mode3_L2_norm_flow_time,Dynamic_BAL_njobs100_mode4_L2_norm_flow_time,Dynamic_BAL_njobs100_mode5_L2_norm_flow_time,Dynamic_BAL_njobs100_mode6_L2_norm_flow_time
8,390384.110353,392258.615272,392258.615272,392310.559301,392310.559301,392258.615272
2,436827.731252,436960.563594,436963.102373,436963.102373,436963.102373,436960.563594
65536,692309.853223,702394.280469,701864.476096,701864.476096,701864.476096,701864.476096
16,707216.180284,708583.393220,708583.393220,708583.393220,708583.393220,708583.393220
4,687695.406527,688097.419035,688097.419035,688097.419035,688097.419035,688097.419035
64,1065444.898151,1072783.465712,1072783.465712,1072787.581954,1072787.581954,1072783.465712
32,826692.887934,826692.887934,826692.887934,826692.887934,826692.887934,826692.887934
2048,1118572.015904,1132256.953900,1132256.953900,1138070.873359,1138070.873359,1138070.873359
256,792805.596121,806119.608570,806138.142155,806138.142155,806134.606132,806119.608570
1024,1262956.203163,1274781.773862,1274781.773862,1274781.773862,1274781.773862,1214656.123809
32768,1152435.022905,1174248.515546,1174248.515546,1174248.515546,1174248.515546,1174248.515546
8192,1600588.901092,1628310.175835,1638200.686953,1638200.686953,1653185.995326,1653162.573494
128,1292837.517327,1296994.273887,1296994.273887,1297003.111797,1297003.111797,1260783.603941
512,1170040.618422,1185420.274815,1185420.274815,1185420.274815,1185420.274815,1185420.274815
16384,1768315.805238,1824937.931638,1827366.710075,1827366.710075,1827292.270231,1782949.181231
4096,2844527.669361,2844639.865354,2878312.783016,2878201.899637,2878201.899637,2842803.639511
