frequency,Dynamic_BAL_njobs200_mode0_L2_norm_flow_time,Dynamic_BAL_njobs200_mode0_maximum_flow_time,Dynamic_BAL_njobs200_mode1_L2_norm_flow_time,Dynamic_BAL_njobs200_mode1_maximum_flow_time,Dynamic_BAL_njobs200_mode2_L2_norm_flow_time,Dynamic_BAL_njobs200_mode2_maximum_flow_time,Dynamic_BAL_njobs200_mode4_L2_norm_flow_time,Dynamic_BAL_njobs200_mode4_maximum_flow_time,Dynamic_BAL_njobs200_mode8_L2_norm_flow_time,Dynamic_BAL_njobs200_mode8_maximum_flow_time,Dynamic_BAL_njobs200_mode16_L2_norm_flow_time,Dynamic_BAL_njobs200_mode16_maximum_flow_time
4,351136.163049,7361.000000,351136.163049,7361.000000,351136.163049,7361.000000,351136.163049,7361.000000,351136.163049,7361.000000,351136.163049,7361.000000
32,596962.030792,10120.000000,596962.030792,10120.000000,596962.030792,10120.000000,596962.030792,10120.000000,596962.030792,10120.000000,596962.030792,10120.000000
8,603487.427799,10922.000000,603766.933011,10922.000000,603487.427799,10922.000000,603487.427799,10922.000000,603487.427799,10922.000000,603487.427799,10922.000000
2,597105.936079,9816.000000,597105.936079,9816.000000,597105.936079,9816.000000,597105.936079,9816.000000,597105.936079,9816.000000,597105.936079,9816.000000
64,819339.888847,12155.000000,819339.888847,12155.000000,819339.888847,12155.000000,819339.888847,12155.000000,819339.888847,12155.000000,819339.888847,12155.000000
4096,996121.198171,23845.000000,965549.606355,37550.000000,996121.198171,23845.000000,996121.198171,23845.000000,996121.198171,23845.000000,996121.198171,23845.000000
128,1220859.574290,36323.000000,1235958.998083,20227.000000,1235958.998083,20227.000000,1235958.998083,20227.000000,1235958.998083,20227.000000,1235958.998083,20227.000000
1024,841813.518333,12637.000000,837851.337612,16188.000000,841813.518333,12637.000000,841813.518333,12637.000000,841813.518333,12637.000000,841813.518333,12637.000000
16,926154.481420,16389.000000,926154.481420,16389.000000,926154.481420,16389.000000,926154.481420,16389.000000,926154.481420,16389.000000,926154.481420,16389.000000
16384,1377961.304679,28080.000000,1377961.304679,28080.000000,1377961.304679,28080.000000,1377961.304679,28080.000000,1377961.304679,28080.000000,1310335.122505,74953.000000
8192,1152839.538702,18919.000000,1152839.538702,18919.000000,1152839.538702,18919.000000,1152839.538702,18919.000000,1152839.538702,18919.000000,1152839.538702,18919.000000
256,1295556.850469,53205.000000,1327293.341807,21248.000000,1327293.341807,21248.000000,1327293.341807,21248.000000,1327293.341807,21248.000000,1327293.341807,21248.000000
65536,1616591.269683,110038.000000,1699713.077557,33692.000000,1706529.344939,40005.000000,1712242.230531,28826.000000,1714137.161846,28826.000000,1599232.897600,69201.000000
512,1293423.492238,40583.000000,1313401.117571,19316.000000,1313401.117571,19316.000000,1313401.117571,19316.000000,1313401.117571,19316.000000,1313401.117571,19316.000000
2048,2316533.728749,60265.000000,2356901.510346,40429.000000,2356901.510346,40429.000000,2356901.510346,40429.000000,2356901.510346,40429.000000,2356901.510346,40429.000000
32768,2684179.225524,99733.000000,2729229.932920,39925.000000,2729229.932920,39925.000000,2729229.932920,39925.000000,2729229.932920,39925.000000,2680482.675806,69818.000000
