frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,289911.532040,154580.000000,265.710369
4,84597.508509,31694.000000,159.903096
8,227824.269607,63574.000000,697.560750
16,322785.893327,139011.000000,194.602158
32,436649.164734,160325.000000,8086.320981
64,122034.191074,34079.000000,8042.997203
128,707480.807548,183472.000000,28084.969040
256,225732.140545,98869.000000,2482.714442
512,672155.765696,238312.000000,41968.899890
1024,341237.247480,135789.000000,14806.867393
2048,840375.909836,182180.000000,258179.688473
4096,778618.963911,215630.000000,197950.225989
8192,818282.178681,296140.000000,261375.036013
16384,459225.597934,150374.000000,221720.449034
32768,1121591.426864,299171.000000,1040298.452964
65536,1209380.216298,136654.000000,1187784.416294
