frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,122240.147861,101943.000000,76.032888
4,311185.806775,213934.000000,260.768096
8,423086.866503,306097.000000,650.785679
16,206715.048011,149260.000000,1578.561687
32,317791.070159,124878.000000,332.618400
64,224885.728558,115312.000000,286.714143
128,266432.886855,132227.000000,14314.748164
256,141397.712326,66719.000000,2019.260756
512,176462.916249,93922.000000,1969.709369
1024,285008.044532,171834.000000,22770.347933
2048,251853.053031,183017.000000,5573.683522
4096,251733.583729,80877.000000,3063.727631
8192,849584.262155,302804.000000,151435.461405
16384,487175.648064,177371.000000,354436.468063
32768,248647.829084,90731.000000,143032.877857
65536,540014.453603,135159.000000,124714.233414
