frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,457546.957408,249945.000000,30.049958
4,514047.418994,189457.000000,8360.634785
8,407488.029400,144715.000000,9253.565421
16,65829.628041,17195.000000,1363.959677
32,885089.005259,249295.000000,3770.944577
64,290333.888876,84072.000000,1627.898953
128,190030.265505,63267.000000,3133.460387
256,563312.570995,230338.000000,27146.047023
512,497539.305336,161976.000000,35623.428471
1024,518953.918584,135675.000000,59144.418959
2048,263591.607770,87543.000000,107463.123410
4096,357308.308000,98864.000000,112825.256623
8192,664211.939805,153403.000000,320181.665659
16384,526920.263653,112812.000000,253490.746204
32768,2205783.170733,231334.000000,1054751.310946
65536,1137680.446766,194851.000000,793768.065937
