frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,95615.849052,32461.000000,599.704094
4,137339.318088,52067.000000,334.905957
8,448671.271384,236446.000000,1363.542079
16,52539.655081,20592.000000,507.527339
32,631277.840670,253040.000000,7823.691328
64,401306.782241,235254.000000,960.200500
128,478770.027602,211648.000000,2688.505533
256,594412.431243,188056.000000,49918.858210
512,302703.548347,141394.000000,35482.552586
1024,674396.803222,332584.000000,92689.972494
2048,416779.950663,227054.000000,73787.083619
4096,763389.586598,553818.000000,220028.616664
8192,522133.850395,156133.000000,293223.995539
16384,686008.273037,176036.000000,485807.450153
32768,1221583.123237,295187.000000,339027.894116
65536,873628.805253,225805.000000,733769.455277
