frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,193144.625046,58615.000000,2573.024291
4,322363.547933,121678.000000,2965.673954
8,469794.091279,155106.000000,3109.899998
16,433984.374859,156171.000000,1430.603719
32,426612.935663,98962.000000,9532.168851
64,527824.127469,195600.000000,19970.441633
128,489266.888077,204099.000000,29130.809841
256,744637.272840,287287.000000,91064.801389
512,1426642.171433,274104.000000,145421.015507
1024,956429.412900,243250.000000,80848.662221
2048,1685534.350044,269845.000000,255689.661367
4096,658508.713515,128983.000000,245536.689022
8192,938988.892744,109282.000000,444711.622984
16384,1690842.452234,301576.000000,699053.697883
32768,495781.059215,54942.000000,478300.610519
65536,1867134.638504,220715.000000,1112510.710615
