frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,367785.744593,129155.000000,5666.139515
4,370704.138165,150281.000000,4362.288276
8,441770.733922,115551.000000,4192.438789
16,628995.303654,176469.000000,22812.166666
32,457149.628886,131192.000000,42697.405343
64,952175.690135,256590.000000,26823.624270
128,501784.115917,217397.000000,28776.026619
256,1272793.237932,275864.000000,58575.642941
512,576299.951899,173714.000000,73914.999567
1024,831648.029278,211291.000000,168508.757102
2048,990541.977685,267565.000000,228602.796897
4096,1140309.604048,251253.000000,297052.778699
8192,1761961.186397,295044.000000,866011.697565
16384,1497607.846296,142963.000000,201761.862073
32768,622170.866898,176700.000000,324105.689930
65536,1677572.918168,243911.000000,1400829.548752
