frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,163035.544358,77659.000000,3052.503399
4,203380.361731,124090.000000,238.170107
8,876611.867934,274439.000000,8730.588182
16,237837.785400,95337.000000,1344.185999
32,375343.066667,138949.000000,2539.758256
64,707569.578602,190411.000000,4023.896495
128,314576.413113,126427.000000,5853.233038
256,307639.177903,113139.000000,8179.640640
512,664431.228186,239613.000000,29167.862246
1024,229463.042164,95805.000000,33082.453854
2048,507303.986879,209468.000000,208161.088297
4096,241559.465832,63022.000000,78219.105089
8192,468835.476028,137241.000000,43096.591687
16384,1376476.154413,256633.000000,1009117.044419
32768,399956.748252,71079.000000,340093.467043
65536,1638726.435003,262153.000000,1501885.361540
