frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,433799.407500,202414.000000,7932.326960
4,414771.969525,77183.000000,2794.033106
8,334249.635162,131658.000000,784.707589
16,437341.007915,140549.000000,4180.397828
32,539245.040473,221657.000000,8429.853498
64,259459.097042,105553.000000,13867.936400
128,1010792.134517,266101.000000,25818.131516
256,725574.112381,173174.000000,44129.904464
512,899449.668442,202359.000000,68037.738550
1024,998046.422657,168463.000000,8519.844776
2048,1027682.444757,184004.000000,118682.437496
4096,674848.276252,233631.000000,82749.629153
8192,408133.800722,67707.000000,223841.401523
16384,1601838.728823,171599.000000,685253.934697
32768,3998502.538959,300697.000000,3354562.064856
65536,3659025.922548,111527.000000,2308413.046718
