frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,489635.807598,163545.000000,5871.179524
4,502575.437834,166220.000000,6071.683539
8,484256.483991,173070.000000,5264.318664
16,613211.170698,273881.000000,2514.364731
32,479534.665575,141530.000000,9068.882566
64,790832.819440,216344.000000,41616.868299
128,453169.984141,126813.000000,11077.454310
256,609235.085121,199810.000000,50891.759480
512,1097214.373845,266261.000000,112539.536933
1024,314344.536383,64178.000000,45162.057991
2048,1005266.046866,276690.000000,136032.872678
4096,667367.111718,181350.000000,50527.784198
8192,2215051.590921,214229.000000,942410.203984
16384,1893539.596323,295468.000000,498589.826752
32768,2093311.201722,75435.000000,1876672.047665
65536,3595130.426802,237136.000000,1583531.845523
