frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,296485.412982,148059.000000,127.283149
4,185889.830806,52436.000000,1563.101724
8,851713.230151,279820.000000,1228.402621
16,520984.861807,146850.000000,12857.530867
32,156342.768371,55940.000000,15928.018019
64,325124.291330,136009.000000,789.511241
128,923180.285181,256798.000000,5810.160325
256,608811.741820,177083.000000,31224.178244
512,448255.988542,121526.000000,15165.341045
1024,279683.694475,109553.000000,42539.920616
2048,678570.981258,230138.000000,222873.416490
4096,581051.571438,107766.000000,195269.164867
8192,738900.363092,272971.000000,110085.811402
16384,1072733.048287,199703.000000,253596.557761
32768,443743.948041,89013.000000,182032.756514
65536,163635.637738,83471.000000,45298.909943
