frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,181677.142431,122505.000000,224.610774
4,178884.855899,74045.000000,830.844751
8,124811.662520,43867.000000,952.631618
16,152278.483198,56047.000000,267.555602
32,459769.934738,290742.000000,6406.701101
64,338098.720400,162471.000000,10649.170766
128,104497.848212,50996.000000,3567.569901
256,97677.416095,37764.000000,6852.880927
512,417469.646929,223757.000000,9522.735636
1024,351955.380263,108520.000000,24091.163878
2048,676933.159102,252557.000000,150790.352281
4096,450949.272606,264256.000000,83718.710513
8192,400693.185899,197692.000000,170854.047043
16384,437001.751317,120379.000000,104558.520035
32768,415651.435360,192288.000000,231789.194530
65536,771704.527766,252573.000000,316454.512708
