frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,374124.346762,231260.000000,336.007440
4,274638.922440,150290.000000,82.813042
8,709239.223261,222917.000000,72.739260
16,291658.001351,91058.000000,2527.278576
32,288171.814704,118224.000000,6414.135717
64,630133.123862,202127.000000,19086.080504
128,702541.317850,249779.000000,34978.855870
256,343559.746539,97924.000000,52693.334787
512,749604.033717,223841.000000,61492.746515
1024,332355.947213,130303.000000,11117.996897
2048,394982.412824,224227.000000,80561.956015
4096,296103.335545,91517.000000,60590.833647
8192,507841.013298,107403.000000,34210.841907
16384,537189.817300,198198.000000,283048.489141
32768,1041847.189027,216607.000000,310035.053463
65536,558479.693046,227379.000000,384343.570399
