frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,152277.987490,60726.000000,995.896079
4,181700.946899,73689.000000,1804.105596
8,236336.586899,149310.000000,2603.022282
16,314229.509178,113790.000000,4058.864743
32,322473.325627,132249.000000,16903.359607
64,324863.427714,109740.000000,3623.919563
128,418994.044600,160756.000000,5146.767238
256,546921.593458,204429.000000,16498.623003
512,784503.589585,313025.000000,133169.209929
1024,650779.873047,225521.000000,176437.954851
2048,717454.335297,230555.000000,229100.619600
4096,1128597.149234,279384.000000,20217.447539
8192,483469.131398,135228.000000,362871.636768
16384,622588.808613,141173.000000,369490.110325
32768,738027.216405,126317.000000,497799.739760
65536,1842905.655448,234121.000000,1438888.264482
