frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,336843.607052,161537.000000,495.611743
4,585334.272600,226361.000000,760.232859
8,747384.373717,237397.000000,4573.598692
16,296122.307049,130612.000000,6290.842869
32,317551.688689,101908.000000,2074.012054
64,450618.271594,274286.000000,7898.835610
128,414261.347759,229529.000000,18016.226464
256,525847.083306,143613.000000,18701.256883
512,602863.062488,241277.000000,37161.982442
1024,631263.564316,319541.000000,27227.278142
2048,271897.845054,117027.000000,35695.091357
4096,351740.726084,80102.000000,92002.987587
8192,738567.590839,250047.000000,185829.551498
16384,782691.026697,248133.000000,159659.038178
32768,1870026.459399,322495.000000,1117941.829251
65536,1816432.574679,226444.000000,1816359.591985
