frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,506034.342214,234799.000000,2778.193478
4,161610.029912,97965.000000,455.273544
8,220628.849741,100177.000000,680.713596
16,577623.452613,300854.000000,1635.650941
32,425949.216761,384158.000000,5477.896585
64,93880.802755,49626.000000,4257.549295
128,367299.086605,161394.000000,2484.721111
256,495725.709049,286107.000000,10003.746398
512,394699.197243,265245.000000,40188.254030
1024,340303.765316,281856.000000,72992.905258
2048,428432.636179,260764.000000,63292.447717
4096,261934.684582,85149.000000,103940.227025
8192,639228.089149,209074.000000,107963.212091
16384,169630.754146,56662.000000,104772.431865
32768,513029.268842,128208.000000,299900.676511
65536,417736.085248,217030.000000,255854.927324
