frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,273667.996861,103338.000000,980.232625
4,172296.401875,77143.000000,4898.642363
8,275965.044446,110008.000000,340.061759
16,443149.632798,145242.000000,1227.743459
32,270884.541777,80829.000000,2966.119687
64,731696.060295,249063.000000,12650.114031
128,281102.007508,153090.000000,4989.969439
256,317976.968042,117817.000000,5988.606182
512,615257.153459,213351.000000,55935.607622
1024,476553.058890,176643.000000,45254.710838
2048,493029.303300,152832.000000,71461.834380
4096,648223.104781,214217.000000,141182.663192
8192,1027025.316030,249223.000000,280886.773907
16384,977809.176590,168629.000000,609821.722075
32768,938884.848806,194734.000000,481718.627856
65536,2435245.336553,299533.000000,2190829.853274
