frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,148252.703587,44803.000000,284.246372
4,774493.842696,188500.000000,1299.746129
8,547452.097737,245687.000000,1800.905328
16,635556.810905,194963.000000,3580.542417
32,696637.237107,200284.000000,11110.284425
64,346441.395057,112857.000000,15747.270906
128,416227.739585,138670.000000,12604.889091
256,1506010.926430,279320.000000,25560.358507
512,1398611.492935,284798.000000,129062.536605
1024,1004372.711483,180420.000000,174610.188225
2048,917832.203781,175650.000000,79595.885151
4096,1588972.890836,284637.000000,432968.424948
8192,831913.738584,225359.000000,259966.422168
16384,993172.022114,99052.000000,756177.081753
32768,2043276.484769,144591.000000,1979486.678993
65536,1501296.886002,86142.000000,605358.245435
