frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,128052.678270,51297.000000,103.000000
4,660695.778428,303178.000000,1997.097394
8,371553.144200,188347.000000,593.803840
16,109568.968960,34893.000000,1318.414199
32,462368.623198,218827.000000,1520.700168
64,666808.110943,295587.000000,252.005952
128,368535.312095,158328.000000,6267.041966
256,360811.348560,113382.000000,46284.829912
512,424924.760615,165411.000000,66694.230320
1024,662503.243462,168437.000000,119617.398074
2048,891181.658897,278735.000000,69627.750316
4096,1104890.878059,248889.000000,158862.694667
8192,734547.753383,187324.000000,390004.905228
16384,606890.913316,176703.000000,440437.772481
32768,1071071.122919,118986.000000,919179.719557
65536,1260064.375409,270229.000000,870876.885691
