frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,118730.051335,101358.000000,149.923314
4,567804.225595,390619.000000,3201.927544
8,54369.502416,26722.000000,244.014344
16,122818.639880,60676.000000,618.438356
32,498426.753361,209084.000000,406.450489
64,807997.820174,403060.000000,7172.881429
128,207671.143068,126107.000000,2968.461218
256,163324.157252,88595.000000,9154.362730
512,568936.817442,213783.000000,70780.055023
1024,276813.133599,198600.000000,37851.002708
2048,262904.547114,129862.000000,24409.051846
4096,142837.969119,62214.000000,24536.258985
8192,561453.783683,193091.000000,45619.803518
16384,751577.050753,255395.000000,457777.827970
32768,176867.928563,66590.000000,127298.508507
65536,305822.928578,75852.000000,0.000000
