frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,219015.496796,197437.000000,848.926970
4,115291.862787,46606.000000,3817.727858
8,411638.202826,216341.000000,526.058932
16,312566.757369,198660.000000,1476.939741
32,525714.001023,331717.000000,2239.377592
64,524230.887523,206910.000000,643.378582
128,299222.325083,99397.000000,1099.825895
256,333218.879359,163673.000000,4977.158225
512,473433.566902,249721.000000,22502.806558
1024,191712.065145,98028.000000,4618.425056
2048,361745.575478,201627.000000,49693.629944
4096,854529.395423,346595.000000,18649.324063
8192,600179.339679,256635.000000,235692.039477
16384,242896.069538,93053.000000,74898.024981
32768,225089.526094,76513.000000,133305.249079
65536,128588.364054,70871.000000,0.000000
