frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,196571.695656,70467.000000,1951.224744
4,409117.840392,145134.000000,1007.290425
8,733895.843463,169717.000000,3600.245686
16,973614.355325,288764.000000,9685.339230
32,1189939.245330,294903.000000,18553.090174
64,1658064.959247,300499.000000,48045.775506
128,878368.617497,237139.000000,36778.828761
256,1163798.322463,255587.000000,96820.826654
512,1106407.108015,210355.000000,75145.335005
1024,1320154.067035,280412.000000,84846.414285
2048,726603.674181,211760.000000,43011.442664
4096,872951.214909,205108.000000,281982.069157
8192,2663349.199699,235008.000000,1421464.756806
16384,3121495.346233,250745.000000,1682748.085912
32768,1166128.311153,181512.000000,1063117.045344
65536,2060064.610743,187530.000000,944266.282521
