arrival_rate,bp_parameter,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio
20,"{'L': 4.073, 'H': 262144}",0.0867482961313589,0.2212120008338454,0.1150972415238313,0.2693787254563238,0.126650166137176,1.0769879381629384,0.0844196686785987,0.2152738975973082,0.1120076292974018,0.2621476589886056,0.1232504330367462,1.0480778178384973,0.083543526310207,0.2130396957170345,0.1108451676205599,0.25942698175296,0.1219712888752448,1.037200431135218,0.2053987728137194,1.0275839444670851,1.038360480610457,1.0104872562493767
20,"{'L': 5.649, 'H': 4096}",0.197156212763389,0.5027570828154482,0.2615859590370514,0.6122274635754921,0.2878427383017293,1.7827445454872792,0.1792817430971344,0.4571763927609871,0.2378701946470278,0.5567220292138504,0.2617464960260644,1.621118326083096,0.1702300632835226,0.4340942079599814,0.2258604673766952,0.5286139270358292,0.2485312883120302,1.539270371159252,0.2820129693219895,1.0997004455527315,1.1581750541619682,1.0531732153476083
20,"{'L': 7.918, 'H': 512}",0.2522294557087581,0.6431962938162683,0.3346568852392821,0.7832459233375741,0.3682481834782211,1.7507809223285506,0.2692894113206312,0.686699936923269,0.3572919561168966,0.8362220543281927,0.3931552572640256,1.8691978801620857,0.2671475713941608,0.6812381501593783,0.3544501727238366,0.8295710175326068,0.39002822890008,1.8543308914061176,0.3673768006112454,0.9366482494495092,0.9441577716482704,1.0080174411292335
20,"{'L': 16.772, 'H': 64}",0.3225898861524116,0.8226185106446252,0.4280107817150244,1.001735552768095,0.4709725089413769,0.9707502670340732,0.322186340578215,0.8215894515405653,0.4274753592976337,1.0004824262251135,0.4703833433174375,0.9695359017029586,0.3221404783617444,0.8214725008554156,0.4274145095191212,1.0003400106853233,0.4703163857217906,0.969397891304007,0.8474048770112277,1.0012525222933797,1.0013950677448318,1.000142367133444
20,"{'L': 4.639, 'H': 32768}",0.0491223649088722,0.1252642081952518,0.0651753285110854,0.1525392502293653,0.0717173241920388,1.6154997425004047,0.0483723313320863,0.1233515893241892,0.0641801874006758,0.1502101775216077,0.0706222954555141,1.590833196978584,0.0482912700893329,0.1231448795615859,0.0640726357154959,0.1499584587532789,0.0705039482334954,1.5881673152149962,0.0775389836963842,1.0155054254391152,1.0172100426847712,1.0016785899936664
22,"{'L': 4.639, 'H': 32768}",0.0565849610981291,0.1745812467240393,0.086480481307851,0.2327819925305712,0.0942355322842717,1.249063696679586,0.0565886317082108,0.1745925716356741,0.0864860912105601,0.2327970928666329,0.0942416452494154,1.2491447221978282,0.0565662117322122,0.1745233994159641,0.0864518260935106,0.2327048604680562,0.0942043074421425,1.2486498207689531,0.1397696908397326,0.9999351352034698,1.000331458751484,1.0003963492571282
22,"{'L': 16.772, 'H': 64}",0.243414941959208,0.7510066847055442,0.3720183053876998,1.001372345254668,0.4053786761767246,0.944263085273192,0.2432745318730635,0.7505734782949358,0.3718037124712323,1.000794719345066,0.4051448398543321,0.9437184019432404,0.2431980667174396,0.7503375608012999,0.3716868484965418,1.000480153231741,0.4050174962191758,0.9434217758479642,0.7953362748351692,1.000577167223644,1.0008917638396375,1.0003144151458765
22,"{'L': 4.073, 'H': 262144}",0.0455671877121152,0.1405881754817078,0.0696416901012804,0.1874565351603898,0.0758867392574822,1.102107718084533,0.0460259326075589,0.14200353840183,0.0703428035877188,0.1893437424457217,0.0766507243971001,1.1132031206161652,0.046960727615807,0.144887655927127,0.0717714786396867,0.1931893480696305,0.0782075144605619,1.135812477154164,0.1275630078392433,0.9900329038554158,0.9703254192504732,0.9800941114904392
22,"{'L': 5.649, 'H': 4096}",0.0748383666064254,0.2308983710757101,0.1143777045846737,0.3078737487539431,0.1246344112565826,1.5223647016600297,0.0756687321097169,0.2334602928653154,0.1156467769140079,0.3112897471505778,0.1260172863823156,1.5392560261104302,0.0751912327303313,0.2319870668465059,0.1149170003911991,0.3093253867479485,0.1252220678771058,1.5295427168386757,0.1516708649536684,0.989026306109008,0.9953070842026026,1.0063504661653584
22,"{'L': 7.918, 'H': 512}",0.2131446124579756,0.6576138156372409,0.3257552592741916,0.8768447768141063,0.3549670375078904,1.7070702142896084,0.2126867215012343,0.6562010873691604,0.3250554508877048,0.8749610825037555,0.3542044745017615,1.703402976330217,0.2165890510675527,0.6682409217632229,0.3310194973864171,0.8910146775638145,0.3607033409265866,1.7346566425251213,0.3852295061635204,1.0021528892518974,0.9840968941292292,0.9819827939266365
