arrival_rate,bp_parameter,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm,RMLF/FCFS_ratio,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint
20.0,"{'L': 16.772, 'H': 64}",5570660.203201622,5570495.88823365,5570499.265744409,5570507.664249731,5569770.685937438,17147490.583529007,6791606.839111419,12818999.07010364,5570458.732160306,11860790.25430595,2.1292304322854503,0.324867372054574,0.8202271325721292,0.4345628057804815,1.0000361677648113,0.4696702398205925,1.0001597044679829,0.3248577896047588,0.8202029387440904,0.4345499876995164,1.0000066701999115,0.4696563861932668,1.000130203259183,0.3248579865729824,0.8202034360506689,0.434550251176465,1.000007276525337,0.4696566709559753,1.000130809659509,0.3248584763534131,0.8202046726513028,0.4345509063372367,1.0000087842118175,0.4696573790458364,1.0001323175322376,0.8200961595512734,1.0000294973681465,1.000028891029248,1.0000273833124529,0.9999993936789868,0.9999978860066636,0.9999984923267627,80,30,60,100,100
20.0,"{'L': 7.918, 'H': 512}",4078228.4828184894,4076504.150204192,4204300.139599217,4268935.46916259,2506389.512163264,15428227.862173932,2506389.512163264,4650536.1749966,4075831.80716268,4194124.855384375,1.0290230445755422,0.26433551016039,1.627132759304667,0.8769372668779362,1.0005880212357137,0.9723669712843434,1.6271327593046672,0.2642237453725153,1.6264447845880756,0.8765664854133023,1.000164958485365,0.9719558407925832,1.6264447845880758,0.2725070032124095,1.677432864762703,0.9040463252825448,1.031519537241643,1.00242608042576,1.6774328647627033,0.2766964234193693,1.7032210869243838,0.917944793573337,1.0473777307641985,1.0178370020821326,1.703221086924384,0.9999999999999998,1.000422992974069,0.9700136401791845,0.9553268050731368,0.96960350470906,0.9549228794043714,0.9848591457916668,80,30,60,100,100
20.0,"{'L': 5.649, 'H': 4096}",1598400.0154848546,1616707.7856609505,1600753.9640452329,1589524.4110173285,984700.7422633538,15550297.842647905,954881.071637196,1799366.273828372,3691466.837048248,1598243.4103881049,0.4329561881330848,0.1027890289728803,1.6739257515538664,0.8883127569597394,0.4329986116746369,1.0000979857609498,1.6232342953361658,0.1039663549869124,1.6930985791654831,0.8984873225511818,0.4379580955286853,1.011552918130513,1.6418265126366374,0.1029404054020779,1.6763909261502612,0.8896209667414923,0.4336362846280422,1.0015708205901617,1.625624817105214,0.1022182614829365,1.6646307673603806,0.8833801289580807,0.4305942545831824,0.9945446361210654,1.6142207909417998,1.0312286749752304,0.9886758940988144,0.9985294751015767,1.0055838113626991,1.0099664420479717,1.0171015773367231,1.007064725115305,80,30,60,100,100
20.0,"{'L': 4.639, 'H': 32768}",1013451.1865356776,959821.459392563,966621.0372496475,965449.5398069144,567667.189067679,14851709.970215416,572751.9906504035,1234757.432606502,3203261.9505736646,971579.0378404632,0.303309268124783,0.0682380135733944,1.7694415786924222,0.8207694562294234,0.3163809898076493,1.043097007103286,1.7852911108005765,0.0646269999425959,1.6758064137020503,0.7773360451586309,0.2996387664207952,0.9878984848478886,1.6908172215641837,0.065084831254325,1.6876781801351328,0.7828428578147257,0.3017614707022439,0.9948969662809568,1.7027953277292625,0.0650059516205938,1.6856327966849542,0.7818940905412539,0.3013957505517194,0.9936911997945398,1.7007316230352196,0.9911221581666606,1.0558746906711742,1.0484472688689632,1.0497194775589858,0.9929656218982864,0.9941705079527232,1.0012134217216235,80,30,60,100,100
20.0,"{'L': 4.073, 'H': 262144}",881632.0714848031,889565.0876768053,885743.2850034325,884753.8717854153,578580.1534359781,17723207.904791586,578580.1534359781,1249679.321841407,6368927.033808756,838705.3087175495,0.131687065068476,0.0497444975097565,1.5237855399102602,0.7054866445143023,0.1384270956166957,1.0511821760528643,1.5237855399102602,0.0501921036222965,1.5374967191563698,0.7118346860105101,0.1396726768817802,1.0606408215503305,1.5374967191563698,0.0499764653081774,1.530891233899614,0.7087764593066056,0.1390726067831458,1.0560840330888188,1.530891233899614,0.0499206394541146,1.529181162767479,0.707984725618831,0.1389172567198204,1.0549043419532873,1.529181162767479,1.0,0.9910821408102692,0.995358459286978,0.9964715607355156,1.0043147972308455,1.0054379144808725,1.001118292046601,80,30,60,100,100
22.0,"{'L': 16.772, 'H': 64}",4587233.741947318,4587058.678670243,4587062.189642626,4587074.775626619,4587020.897350916,17026306.661938313,6106525.407588836,11929950.509887708,4587019.995326704,10780814.646184769,2.350287257777022,0.269420364206285,0.7512019414914036,0.3845140630001235,1.0000465981445104,0.4254997319308052,1.0000464014882788,0.2694100822772354,0.7511732732610451,0.3844993887332915,1.0000084332188608,0.4254834935218519,1.0000082365701342,0.2694102884859249,0.7511738482152372,0.3844996830322812,1.0000091986335278,0.425483819190412,1.0000090019846506,0.2694110276940364,0.7511759092864936,0.3845007380227427,1.000011942459368,0.4254849866331709,1.0000117458099516,0.751167086220657,1.0000381646037992,1.000037399166961,1.000034655271273,0.9999992345923736,0.9999964908014012,0.9999972562069273,80,30,60,100,100
22.0,"{'L': 7.918, 'H': 512}",3572379.414017769,3448856.72470429,3589373.163613549,3562108.5674271565,2087471.2706435027,16148283.220728604,2103481.4297568686,3727994.6162496,3447599.345323351,3524218.01815197,1.0222237751995606,0.2212234802416714,1.6983175432315003,0.9582576644414844,1.0361933206837626,1.0136658389514317,1.7113430322403982,0.2135742033727272,1.639594567327807,0.9251238479989744,1.0003647115731833,0.978616165895662,1.6521696720842125,0.2222758366664068,1.7063964116043693,0.9628160802508064,1.041122475116638,1.018487830527507,1.71948386264835,0.2205874468968123,1.6934347586985274,0.9555026050468586,1.0332141906974013,1.0107514770879742,1.7064227984939255,0.9923887328469468,1.0358155467661738,0.9952655383485756,1.0028833614686907,0.9608520951976482,0.968206515725413,1.0076540609782945,80,30,60,100,100
22.0,"{'L': 5.649, 'H': 4096}",1455848.220696657,1443550.5216452077,1467355.1188776337,1467606.0044952396,832094.7411088474,15590956.388681676,832094.7411088475,1502934.5905777137,3106016.78155415,1406876.2146496756,0.4529519038676026,0.0933777367085406,1.7496183412439272,0.9686703798180883,0.4687187233960139,1.034809036884013,1.7496183412439277,0.0925889654013245,1.734839135891588,0.960487921893075,0.4647594083258307,1.0260678989477865,1.7348391358915882,0.0941157862479088,1.7634471730012855,0.9763266665607826,0.4724234355692749,1.042988077840962,1.7634471730012855,0.094131877987976,1.7637486838812504,0.9764935970574116,0.4725042096394911,1.0431664059802774,1.7637486838812506,1.0,1.0085190638408923,0.9921580686004774,0.991988460279824,0.983777207762335,0.98360903214054,0.9998290511098772,80,30,60,100,100
22.0,"{'L': 4.639, 'H': 32768}",627970.0467483354,628733.4978423358,628174.2088508897,625090.8400540076,358670.52290089306,14882585.487011489,358670.522900893,623942.9373444337,2184685.813720133,596672.5544299821,0.2731159559341644,0.0421949564675025,1.7508270310851684,1.0064542911905396,0.2874418109938717,1.0524533801429037,1.750827031085168,0.0422462547513032,1.7529555893169009,1.0076778824010593,0.287791266777951,1.0537328944901487,1.7529555893169004,0.0422086746552954,1.751396250158158,1.0067815039696817,0.2875352624646837,1.0527955478880742,1.7513962501581577,0.0420014950090187,1.742799589434706,1.001839755914955,0.286123906755081,1.0476279416792922,1.7427995894347057,1.0000000000000002,0.9987857317979392,0.9996749912688586,1.0046060612471606,1.0008903405831788,1.0058274054823992,1.0049326731401402,80,30,60,100,100
22.0,"{'L': 4.073, 'H': 262144}",916087.1564647604,918800.7911030524,916699.765597029,916463.0265655736,620863.876213619,23421392.787507366,620863.876213619,1153670.595708758,10790516.608329091,906335.879175044,0.083993743031307,0.0391132655848454,1.4755040381018474,0.7940630192641442,0.0848974325990696,1.010759010554224,1.4755040381018474,0.0392291269541035,1.4798747781984387,0.7964151938349322,0.085148915891,1.0137530822892658,1.4798747781984387,0.0391394215499423,1.4764907425240867,0.7945940279719568,0.0849542055187086,1.0114349289927904,1.4764907425240867,0.0391293137380968,1.476109436668608,0.794388822922668,0.0849322659730827,1.011173724469285,1.476109436668608,1.0,0.997046547342396,0.99933172325852,0.9995898687782072,1.0022919450673744,1.002550855266076,1.0002583181476974,80,30,60,100,100
