arrival_rate,bp_parameter,Rdynamic_sqrt_6/RR_ratio,Rdynamic_sqrt_6/SRPT_ratio,Rdynamic_sqrt_6/SETF_ratio,Rdynamic_sqrt_6/FCFS_ratio,Rdynamic_sqrt_6/RMLF_ratio,Rdynamic_sqrt_6/Dynamic_ratio,Rdynamic_sqrt_8/RR_ratio,Rdynamic_sqrt_8/SRPT_ratio,Rdynamic_sqrt_8/SETF_ratio,Rdynamic_sqrt_8/FCFS_ratio,Rdynamic_sqrt_8/RMLF_ratio,Rdynamic_sqrt_8/Dynamic_ratio,Rdynamic_sqrt_10/RR_ratio,Rdynamic_sqrt_10/SRPT_ratio,Rdynamic_sqrt_10/SETF_ratio,Rdynamic_sqrt_10/FCFS_ratio,Rdynamic_sqrt_10/RMLF_ratio,Rdynamic_sqrt_10/Dynamic_ratio,Dynamic/SRPT_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_6/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_8/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_6_checkpoint,Rdynamic_sqrt_8_checkpoint,Rdynamic_sqrt_10_checkpoint,Dynamic_checkpoint,Rdynamic_sqrt_2/RR_ratio,Rdynamic_sqrt_2/SRPT_ratio,Rdynamic_sqrt_2/SETF_ratio,Rdynamic_sqrt_2/FCFS_ratio,Rdynamic_sqrt_2/RMLF_ratio,Rdynamic_sqrt_2/Dynamic_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_6_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_8_ratio,Rdynamic_sqrt_2/Rdynamic_sqrt_10_ratio,Rdynamic_sqrt_2_checkpoint,RMLF/FCFS_ratio,Rdynamic_sqrt_2_L2,Rdynamic_sqrt_6_L2,Rdynamic_sqrt_8_L2,Rdynamic_sqrt_10_L2,Dynamic_L2,RR_L2_Norm,SRPT_L2_Norm,SETF_L2_Norm,FCFS_L2_Norm,RMLF_L2_Norm
20.0,"{'L': 4.073, 'H': 262144}",0.1156241572516065,1.58945495816834,1.0186788860716904,0.3267681128821685,1.081344281881618,1.58945495816834,0.1159109836333801,1.5933978851957051,1.021205901066017,0.3275787195730615,1.0840267495872968,1.5933978851957051,0.1158824267801903,1.5930053216261952,1.020954307765027,0.3274980143878432,1.0837596791874828,1.5930053216261952,1.0,0.9975254598590856,0.9977712795998503,1.0002464295405549,60,80,100,100,0.1138217556595458,1.564677816304488,1.0027992594460986,0.321674303933474,1.064487798759428,1.564677816304488,0.9844115482879712,0.9819755823965528,0.9822175701881588,80.0,0.302186933761344,63205.68258585303,64206.56350057709,64365.83935376163,64349.98161735695,40395.33374042106,555304.0560620821,40395.33374042106,63029.24736977271,196489.6847928664,59376.615363289275
20.0,"{'L': 5.649, 'H': 4096}",0.1562980516172799,1.513621129338457,0.891678194541959,0.3930997025919789,0.9151627071502402,1.513621129338457,0.158377149197634,1.5337555199787585,0.9035394171070756,0.3983287673950268,0.9273363238420554,1.5337555199787585,0.16000888925144,1.5495576121831869,0.9128484712512844,0.4024326991025649,0.9368905545541774,1.5495576121831869,1.0,0.9868724901863236,0.976808553252758,0.9898021912317512,60,80,100,100,0.1563721753468956,1.5143389581416362,0.8921010693808487,0.393286128563163,0.9155967194258716,1.5143389581416362,1.0004742460244942,0.9873405105414772,0.97727180082583,80.0,0.4295407794927167,92396.79620513406,92352.99816290518,93581.49009247258,94545.64853611392,61014.606874092045,590877.4754854004,61014.606874092045,103572.11685584109,234935.30408178337,100914.29364564765
20.0,"{'L': 7.918, 'H': 512}",0.2537733415388736,1.7738749014199189,0.9359941277534868,1.012984039370129,0.9961786907642174,1.7738749014199189,0.2409402983158013,1.6841719675175502,0.8886619177381875,0.9617585328504544,0.9458030125351377,1.6841719675175502,0.2353259363200174,1.6449275938910102,0.8679544240855054,0.9393477506205796,0.9237640239301044,1.6449275938910102,1.0,1.0532623364077185,1.0783908714327592,1.0238578122054047,60,80,100,100,0.2587232122672145,1.8084744830664097,0.9542507732575864,1.0327423796841635,1.0156092413165712,1.8084744830664097,1.01950508551578,1.073806308349901,1.0994249775994915,80.0,1.016869813379585,126250.1057913748,123834.69938995288,117572.51266793274,114832.85204874282,69810.27765307913,487973.6328450544,69810.27765307913,132302.85930016782,122247.4338953583,124309.72529130615
20.0,"{'L': 16.772, 'H': 64}",0.299198802518546,0.8312479184911777,0.4430897885254891,1.000866006110078,0.4650324700582505,1.0007655290895936,0.2991933593840178,0.8312327961236798,0.4430817276732842,1.0008477979880197,0.4650240100167223,1.0007473227954502,0.2991893076020551,0.8312215392760777,0.4430757273043057,1.0008342441542593,0.46501771249762,1.0007337703223602,0.8306120607964708,1.0000181926983251,1.0000317354806794,1.000013542535979,60,80,100,100,0.301142418210507,0.8366477612869698,0.4459681298112048,1.0073676994947145,0.4680533524898257,1.007266569768697,1.006496067750273,1.0065143786295991,1.006528009386785,80.0,2.152249725669066,162274.64296679257,161227.29950600798,161224.3663997474,161222.18304253294,161103.9697307301,538863.4518215166,193958.13922596804,363870.4923499568,161087.79648998866,346701.16580421245
20.0,"{'L': 4.639, 'H': 32768}",0.0620224422767926,1.3782270138651087,1.030280096698879,0.1752647966360931,1.0542517133772755,1.3782270138651087,0.062473060828863,1.3882403999655892,1.0377655053406345,0.1765381674675192,1.0619112856733772,1.3882403999655892,0.0618056988607228,1.3734106664247483,1.026679683373157,0.174652316873201,1.050567528921349,1.3734106664247483,1.0,0.9927869941684966,1.0035068516344774,1.010797741639393,60,80,100,100,0.0626353617176043,1.3918469568992748,1.0404615516298206,0.1769968019748826,1.0646700611062194,1.3918469568992748,1.0098822203433455,1.0025979339988773,1.0134237274583862,80.0,0.1662456834664613,35129.482687409145,34785.72251273582,35038.45509365321,34664.16044502141,25239.472280537087,560857.0258729046,25239.472280537087,33763.3645687156,198475.23963960845,32995.6518650564
22.0,"{'L': 4.639, 'H': 32768}",0.0431103708549035,1.2359289417244614,1.0000084331497294,0.2270425979149289,1.0084456886107045,1.2359289417244614,0.0430621638403005,1.234546897372708,0.9988902005717204,0.2267887136263889,1.0073180212983346,1.234546897372708,0.04305820884096,1.2344335117058127,0.9987984585473484,0.226767884454493,1.007225505229594,1.2344335117058127,1.0,1.001119474970691,1.0012114301859665,1.0000918523888247,60,80,100,100,0.0431566213800138,1.2372548955824338,1.001081282077508,0.2272861782685124,1.0095275893626223,1.2372548955824338,1.0010728398803594,1.0021935158684443,1.0022855697369415,80.0,0.2251411260706727,20892.647829561443,20870.257385125315,20846.91978021535,20845.00511670032,16886.29231062876,484112.221056234,16886.29231062876,20870.081384604135,91922.21009092416,20695.469890775617
22.0,"{'L': 16.772, 'H': 64}",0.2400780648491572,0.7365129229589931,0.3657602982698784,1.0010523371401467,0.3932899207163741,1.0009321837067862,0.2400805938114968,0.7365206813247812,0.3657641511583971,1.0010628821420913,0.3932940635996428,1.0009427274430442,0.2400872193997804,0.7365410073441373,0.3657742452798587,1.001090508825272,0.3933049174737458,1.000970350810274,0.7358269970213563,0.9999894661942496,0.9999618698960896,0.9999724034111428,60,80,100,100,0.2415647934009396,0.7410739177004655,0.3680253376806549,1.0072515419379275,0.39572544248978,1.0071306444318415,1.0061926880021983,1.0061820889638755,1.0061543217704512,80.0,2.545329245450122,134722.67366705576,133893.51291604832,133894.92333916173,133898.61848428458,133768.81580547837,557708.2312795823,181793.84059972988,366069.0171934795,133752.75991918822,340444.8114819787
22.0,"{'L': 4.073, 'H': 262144}",0.065921863625174,1.494323540521148,1.1551706824114187,0.3675779873290465,1.1231662230005504,1.494323540521148,0.064561261695682,1.463481276957745,1.1313284034928763,0.3599913189417212,1.099984503823983,1.463481276957745,0.0632074122879488,1.432792080247539,1.107604451252906,0.3524423023776453,1.0769178330386846,1.432792080247539,1.0,1.0210745870473432,1.0429451426497127,1.0214191557402412,60,80,100,100,0.0653488173222983,1.4813336683739529,1.1451290019681868,0.3643827013484332,1.1134027512749178,1.4813336683739529,0.9913071889755112,1.012198578620233,1.0338790176157504,80.0,0.327269445787871,31527.539619071467,31804.00583158719,31147.583374448004,30494.41867171052,21283.2127508983,482450.04134625173,21283.2127508983,27531.867208745574,86523.1513526871,28316.383791013992
22.0,"{'L': 5.649, 'H': 4096}",0.0855207761680462,1.576061603328144,1.1270251340326187,0.3506515383663105,1.095126251223505,1.576061603328144,0.0902629272356347,1.663454662064207,1.1895189943789044,0.3700952646925063,1.1558513095552847,1.663454662064207,0.0880538827104188,1.6227442006741724,1.1604073701202169,0.3610377596534436,1.1275636494324175,1.6227442006741724,1.0,0.9474629151433466,0.9712323129383954,1.025087417581355,60,80,100,100,0.0894666976998348,1.648780955217298,1.179025980405992,0.366830571314697,1.1456552857851008,1.648780955217298,1.046139917206024,0.9911787756038388,1.0160448914451885,80.0,0.3201927978391104,46361.81535250777,44317.03120202936,46774.42303409248,45629.691899306024,28118.84453529341,518201.9292592416,28118.84453529341,39322.1321014006,126384.81898155333,40467.50879409307
22.0,"{'L': 7.918, 'H': 512}",0.2164297887173926,1.6061114514577777,0.90074640326978,0.9255353515800268,0.911570978845632,1.6061114514577777,0.2210285250986658,1.6402383764433348,0.919885613632484,0.9452012816661266,0.9309401916022186,1.6402383764433348,0.224219839454028,1.663920913684277,0.9331673570760785,0.9588485446949204,0.9443815462695296,1.663920913684277,1.0,0.979193923593254,0.9652570853872516,0.9857670295227532,60,80,100,100,0.2427783397716156,1.8016423431538648,1.0104048875944671,1.0382116869778206,1.0225472664352526,1.8016423431538648,1.1217417953894886,1.0984027498859743,1.0827692159747204,80.0,1.0153190185497991,123767.8907633155,110335.45444416744,112679.88065048444,114306.80604628968,68697.25905012514,509797.91228387743,68697.25905012514,122493.36110989851,119212.57708396376,121038.79676368236
