Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,367428.771403,349307.000000
32,4.639000,32768.000000,256466.765744,146394.000000
32,5.649000,4096.000000,298183.665549,101623.000000
32,7.918000,512.000000,199067.096028,31192.000000
32,16.772000,64.000000,112501.336250,8538.000000
32,30.000000,6.000000,108821.800518,4500.000000
32,30.000000,9.000000,186129.651867,14731.000000
32,30.000000,12.000000,125364.201226,7239.000000
32,30.000000,15.000000,83719.816692,4482.000000
32,30.000000,18.000000,99623.909941,4858.000000
