Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,84710.285804,47895.000000
32,4.639000,32768.000000,77955.338496,31458.000000
32,5.649000,4096.000000,272074.905105,97950.000000
32,7.918000,512.000000,70562.899685,12742.000000
32,16.772000,64.000000,77169.142155,4277.000000
32,30.000000,6.000000,103505.411960,4931.000000
32,30.000000,9.000000,118657.480923,6772.000000
32,30.000000,12.000000,156418.565292,12762.000000
32,30.000000,15.000000,122244.005984,6279.000000
32,30.000000,18.000000,130613.395067,7493.000000
