Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,144211.620409,97574.000000
26,4.639000,32768.000000,652312.378958,242482.000000
26,5.649000,4096.000000,1152267.410091,247678.000000
26,7.918000,512.000000,3516936.839585,268137.000000
26,16.772000,64.000000,5908469.895399,176780.000000
26,30.000000,6.000000,6451390.101007,159383.000000
26,30.000000,9.000000,6187626.768284,152676.000000
26,30.000000,12.000000,5552175.100282,166560.000000
26,30.000000,15.000000,5436497.690022,182366.000000
26,30.000000,18.000000,5458729.977740,180081.000000
