Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
38,4.073000,262144.000000,44441.595122,24124.000000
38,4.639000,32768.000000,34527.178990,18491.000000
38,5.649000,4096.000000,111521.159284,46325.000000
38,7.918000,512.000000,35052.990985,5523.000000
38,16.772000,64.000000,23976.589541,2189.000000
38,30.000000,6.000000,23702.110307,1324.000000
38,30.000000,9.000000,23237.877915,1313.000000
38,30.000000,12.000000,28512.168858,2193.000000
38,30.000000,15.000000,32147.212430,2673.000000
38,30.000000,18.000000,26781.437564,2177.000000
