Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
34,4.073000,262144.000000,419234.608078,373422.000000
34,4.639000,32768.000000,351074.193537,234231.000000
34,5.649000,4096.000000,147929.976753,52167.000000
34,7.918000,512.000000,55137.610911,12035.000000
34,16.772000,64.000000,55499.733999,3990.000000
34,30.000000,6.000000,60243.388492,2589.000000
34,30.000000,9.000000,45541.673498,2648.000000
34,30.000000,12.000000,43964.910667,2789.000000
34,30.000000,15.000000,60710.577233,4948.000000
34,30.000000,18.000000,60247.898370,4228.000000
