Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
38,4.073000,262144.000000,68650.329482,51115.000000
38,4.639000,32768.000000,80408.319327,36874.000000
38,5.649000,4096.000000,64570.025407,20894.000000
38,7.918000,512.000000,40933.129455,8692.000000
38,16.772000,64.000000,25413.348717,1534.000000
38,30.000000,6.000000,21695.936417,1119.000000
38,30.000000,9.000000,24078.566672,1267.000000
38,30.000000,12.000000,29832.403976,2469.000000
38,30.000000,15.000000,27953.886456,1940.000000
38,30.000000,18.000000,26927.653852,2260.000000
