Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
22,4.073000,262144.000000,957081.834638,249196.000000
22,4.639000,32768.000000,1333593.556395,275959.000000
22,5.649000,4096.000000,2355387.835073,292068.000000
22,7.918000,512.000000,4752792.945737,282395.000000
22,16.772000,64.000000,9958814.787032,239065.000000
22,30.000000,6.000000,11502697.908852,242961.000000
22,30.000000,9.000000,10811802.752454,230528.000000
22,30.000000,12.000000,10071642.305593,240240.000000
22,30.000000,15.000000,9748312.545004,238495.000000
22,30.000000,18.000000,9260469.982863,265362.000000
