Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,682850.558875,366061.000000
26,4.639000,32768.000000,771069.258037,276828.000000
26,5.649000,4096.000000,1421008.376314,304375.000000
26,7.918000,512.000000,2320680.392837,231774.000000
26,16.772000,64.000000,5404187.082057,165600.000000
26,30.000000,6.000000,5797083.818120,148754.000000
26,30.000000,9.000000,6159411.767930,151435.000000
26,30.000000,12.000000,5612988.977054,166880.000000
26,30.000000,15.000000,5287702.327067,177142.000000
26,30.000000,18.000000,5686335.074923,183342.000000
