Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,781467.387710,363548.000000
26,4.639000,32768.000000,616980.149253,290664.000000
26,5.649000,4096.000000,930098.312821,254588.000000
26,7.918000,512.000000,2455395.228887,240123.000000
26,16.772000,64.000000,5633274.359796,168533.000000
26,30.000000,6.000000,5962884.667470,151733.000000
26,30.000000,9.000000,6581126.459297,158933.000000
26,30.000000,12.000000,5698827.977112,172826.000000
26,30.000000,15.000000,5023630.301066,173976.000000
26,30.000000,18.000000,5850034.618441,187066.000000
