Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
28,4.073000,262144.000000,673311.631873,261989.000000
28,4.639000,32768.000000,354791.362981,187909.000000
28,5.649000,4096.000000,873986.963506,272005.000000
28,7.918000,512.000000,1830007.184918,187497.000000
28,16.772000,64.000000,3280870.251606,114570.000000
28,30.000000,6.000000,3800352.202499,108644.000000
28,30.000000,9.000000,3007485.091176,108495.000000
28,30.000000,12.000000,3096483.905105,104308.000000
28,30.000000,15.000000,3023603.406729,119270.000000
28,30.000000,18.000000,3670558.927455,135046.000000
