Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
24,4.073000,262144.000000,170779.958291,96837.000000
24,4.639000,32768.000000,453912.123147,145481.000000
24,5.649000,4096.000000,1828951.019338,285472.000000
24,7.918000,512.000000,3527216.349818,265844.000000
24,16.772000,64.000000,8028873.154038,218322.000000
24,30.000000,6.000000,8875336.885445,207156.000000
24,30.000000,9.000000,8132798.985868,189790.000000
24,30.000000,12.000000,8036400.720045,213737.000000
24,30.000000,15.000000,7564497.330626,214263.000000
24,30.000000,18.000000,7917850.036002,226620.000000
