Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
24,4.073000,262144.000000,661335.584049,262408.000000
24,4.639000,32768.000000,607979.360680,192576.000000
24,5.649000,4096.000000,1501824.766935,270209.000000
24,7.918000,512.000000,3151385.190697,239200.000000
24,16.772000,64.000000,8182931.154275,222958.000000
24,30.000000,6.000000,8939493.489878,207088.000000
24,30.000000,9.000000,8493011.648391,195272.000000
24,30.000000,12.000000,7542333.470838,197016.000000
24,30.000000,15.000000,7891779.278544,231941.000000
24,30.000000,18.000000,7870730.204894,226902.000000
