Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
20,4.073000,262144.000000,864352.844683,208697.000000
20,4.639000,32768.000000,1887095.052794,296212.000000
20,5.649000,4096.000000,3037101.348007,294327.000000
20,7.918000,512.000000,5092936.917613,277383.000000
20,16.772000,64.000000,12162920.695190,265619.000000
20,30.000000,6.000000,13383964.696541,264962.000000
20,30.000000,9.000000,12527444.403894,252845.000000
20,30.000000,12.000000,11582567.921965,260613.000000
20,30.000000,15.000000,12002247.788221,263512.000000
20,30.000000,18.000000,11503935.678948,274978.000000
