Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
40,4.073000,262144.000000,152514.442926,122533.000000
40,4.639000,32768.000000,55343.610760,25709.000000
40,5.649000,4096.000000,68333.547530,30537.000000
40,7.918000,512.000000,24036.158054,3334.000000
40,16.772000,64.000000,19620.341307,1358.000000
40,30.000000,6.000000,20788.748135,1143.000000
40,30.000000,9.000000,19329.140359,1425.000000
40,30.000000,12.000000,20364.451724,1437.000000
40,30.000000,15.000000,19367.336446,1288.000000
40,30.000000,18.000000,22521.183805,1722.000000
