Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
34,4.073000,262144.000000,123194.419403,92086.000000
34,4.639000,32768.000000,58197.822708,21726.000000
34,5.649000,4096.000000,104551.618878,29472.000000
34,7.918000,512.000000,66950.617324,16068.000000
34,16.772000,64.000000,55406.988088,3675.000000
34,30.000000,6.000000,50920.426471,2446.000000
34,30.000000,9.000000,55388.467347,3095.000000
34,30.000000,12.000000,43397.676677,2914.000000
34,30.000000,15.000000,90148.403131,7866.000000
34,30.000000,18.000000,48958.167449,3372.000000
