Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
30,4.073000,262144.000000,163622.371902,128783.000000
30,4.639000,32768.000000,175342.061169,64711.000000
30,5.649000,4096.000000,322196.125296,98259.000000
30,7.918000,512.000000,1026340.750321,119284.000000
30,16.772000,64.000000,578528.150685,20129.000000
30,30.000000,6.000000,1334237.603155,42638.000000
30,30.000000,9.000000,371035.002381,15763.000000
30,30.000000,12.000000,798703.264663,33034.000000
30,30.000000,15.000000,2042604.054086,84185.000000
30,30.000000,18.000000,835963.247698,42946.000000
