Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
38,4.073000,262144.000000,74279.861766,46283.000000
38,4.639000,32768.000000,96353.985050,58345.000000
38,5.649000,4096.000000,63951.292340,28592.000000
38,7.918000,512.000000,33666.170706,6324.000000
38,16.772000,64.000000,25752.023629,1665.000000
38,30.000000,6.000000,23405.167827,1353.000000
38,30.000000,9.000000,28302.742005,2208.000000
38,30.000000,12.000000,30872.306538,2934.000000
38,30.000000,15.000000,24673.506297,1839.000000
38,30.000000,18.000000,27271.428602,1990.000000
