Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
20,4.073000,262144.000000,751310.170007,251772.000000
20,4.639000,32768.000000,1580031.408481,293402.000000
20,5.649000,4096.000000,2951889.283435,297471.000000
20,7.918000,512.000000,5093120.619285,281409.000000
20,16.772000,64.000000,12053459.705701,265908.000000
20,30.000000,6.000000,13267015.466943,261255.000000
20,30.000000,9.000000,12718216.364105,267781.000000
20,30.000000,12.000000,11976421.935235,266532.000000
20,30.000000,15.000000,11539804.058193,281365.000000
20,30.000000,18.000000,11059435.135653,272263.000000
