Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
22,4.073000,262144.000000,537041.947102,210690.000000
22,4.639000,32768.000000,938476.359520,239657.000000
22,5.649000,4096.000000,2537130.287883,295920.000000
22,7.918000,512.000000,4551731.233655,282509.000000
22,16.772000,64.000000,9721982.875441,241502.000000
22,30.000000,6.000000,11401371.696120,235030.000000
22,30.000000,9.000000,10607776.495596,233193.000000
22,30.000000,12.000000,9996314.006361,264790.000000
22,30.000000,15.000000,9988633.667789,262706.000000
22,30.000000,18.000000,9769761.912203,261378.000000
