Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,269487.062022,193965.000000
32,4.639000,32768.000000,157636.855389,84415.000000
32,5.649000,4096.000000,404692.282434,106918.000000
32,7.918000,512.000000,104126.145084,16710.000000
32,16.772000,64.000000,83835.758409,5382.000000
32,30.000000,6.000000,117429.802836,6247.000000
32,30.000000,9.000000,87668.647024,4155.000000
32,30.000000,12.000000,82684.054509,4440.000000
32,30.000000,15.000000,100413.717544,6934.000000
32,30.000000,18.000000,130908.558551,8857.000000
