Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
34,4.073000,262144.000000,210280.554855,110929.000000
34,4.639000,32768.000000,123192.832559,77776.000000
34,5.649000,4096.000000,141883.087858,43988.000000
34,7.918000,512.000000,90000.458749,13241.000000
34,16.772000,64.000000,48289.504543,3265.000000
34,30.000000,6.000000,55750.829572,2426.000000
34,30.000000,9.000000,41757.139593,2329.000000
34,30.000000,12.000000,46432.332776,2449.000000
34,30.000000,15.000000,80944.277858,5382.000000
34,30.000000,18.000000,51201.088328,4105.000000
