Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
22,4.073000,262144.000000,446694.452424,171223.000000
22,4.639000,32768.000000,898802.592169,217745.000000
22,5.649000,4096.000000,2337979.045569,280695.000000
22,7.918000,512.000000,4429031.625233,281482.000000
22,16.772000,64.000000,10064823.198833,245657.000000
22,30.000000,6.000000,10866817.935662,230944.000000
22,30.000000,9.000000,10991984.111337,259828.000000
22,30.000000,12.000000,9780902.647289,242617.000000
22,30.000000,15.000000,9709371.583684,258011.000000
22,30.000000,18.000000,9660355.442995,253749.000000
