Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
30,4.073000,262144.000000,271344.562291,165887.000000
30,4.639000,32768.000000,312832.952666,237246.000000
30,5.649000,4096.000000,747650.648921,243296.000000
30,7.918000,512.000000,276879.950735,36867.000000
30,16.772000,64.000000,902135.848675,39514.000000
30,30.000000,6.000000,940678.821153,26101.000000
30,30.000000,9.000000,872472.365606,25445.000000
30,30.000000,12.000000,846808.178280,38852.000000
30,30.000000,15.000000,1579401.931574,64831.000000
30,30.000000,18.000000,573269.007360,26998.000000
