Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
28,4.073000,262144.000000,187847.936198,136901.000000
28,4.639000,32768.000000,293691.573177,120616.000000
28,5.649000,4096.000000,657318.554831,231173.000000
28,7.918000,512.000000,1558257.276563,174891.000000
28,16.772000,64.000000,2778013.876641,94739.000000
28,30.000000,6.000000,3619850.901978,102437.000000
28,30.000000,9.000000,3402751.175561,97702.000000
28,30.000000,12.000000,3432481.358466,115114.000000
28,30.000000,15.000000,2814340.616906,110025.000000
28,30.000000,18.000000,3056264.413891,119635.000000
