Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
28,4.073000,262144.000000,526946.599560,273125.000000
28,4.639000,32768.000000,391179.445279,182119.000000
28,5.649000,4096.000000,929744.733162,239065.000000
28,7.918000,512.000000,1791602.410808,203410.000000
28,16.772000,64.000000,3340213.192960,113536.000000
28,30.000000,6.000000,3901375.413889,111585.000000
28,30.000000,9.000000,3283666.740832,94167.000000
28,30.000000,12.000000,3452552.070866,115762.000000
28,30.000000,15.000000,3252858.368694,129072.000000
28,30.000000,18.000000,3562441.291331,133809.000000
