Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
40,4.073000,262144.000000,203906.111995,173704.000000
40,4.639000,32768.000000,87762.274196,61561.000000
40,5.649000,4096.000000,51208.399838,19632.000000
40,7.918000,512.000000,28417.070644,6997.000000
40,16.772000,64.000000,22139.496946,1582.000000
40,30.000000,6.000000,21756.824975,1211.000000
40,30.000000,9.000000,19249.073069,1227.000000
40,30.000000,12.000000,20243.189250,1356.000000
40,30.000000,15.000000,20804.104835,1685.000000
40,30.000000,18.000000,21022.824168,1458.000000
