Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
22,4.073000,262144.000000,636615.330949,243257.000000
22,4.639000,32768.000000,1188468.013265,271649.000000
22,5.649000,4096.000000,2238389.050704,284636.000000
22,7.918000,512.000000,4021990.753860,279161.000000
22,16.772000,64.000000,10086756.495612,245046.000000
22,30.000000,6.000000,11337519.357739,242351.000000
22,30.000000,9.000000,10465068.602738,250691.000000
22,30.000000,12.000000,9927409.365182,246223.000000
22,30.000000,15.000000,9345506.187089,232444.000000
22,30.000000,18.000000,9589488.204116,254738.000000
