Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,544508.223712,256591.000000
26,4.639000,32768.000000,341706.316159,117687.000000
26,5.649000,4096.000000,965286.501896,190631.000000
26,7.918000,512.000000,3303690.267670,272439.000000
26,16.772000,64.000000,5812228.892724,174418.000000
26,30.000000,6.000000,5781873.161772,147021.000000
26,30.000000,9.000000,6676165.300971,187868.000000
26,30.000000,12.000000,5265801.750893,161040.000000
26,30.000000,15.000000,6150106.848378,201094.000000
26,30.000000,18.000000,5469216.929876,182883.000000
