Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
40,4.073000,262144.000000,102092.134271,83005.000000
40,4.639000,32768.000000,53235.248079,42016.000000
40,5.649000,4096.000000,78685.404936,28582.000000
40,7.918000,512.000000,27938.188918,4224.000000
40,16.772000,64.000000,19684.794284,1367.000000
40,30.000000,6.000000,19500.891031,1077.000000
40,30.000000,9.000000,18920.589949,1032.000000
40,30.000000,12.000000,19114.589428,1079.000000
40,30.000000,15.000000,19773.402110,1508.000000
40,30.000000,18.000000,22585.970734,1882.000000
