Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,404127.776234,219427.000000
26,4.639000,32768.000000,649775.892585,256976.000000
26,5.649000,4096.000000,900269.596867,195350.000000
26,7.918000,512.000000,2865047.871904,249477.000000
26,16.772000,64.000000,5837843.247920,174735.000000
26,30.000000,6.000000,6385657.083069,158234.000000
26,30.000000,9.000000,5768943.687609,144937.000000
26,30.000000,12.000000,5370945.122609,166336.000000
26,30.000000,15.000000,5620999.534011,167367.000000
26,30.000000,18.000000,6228291.067924,212310.000000
