Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
26,4.073000,262144.000000,454345.796113,212003.000000
26,4.639000,32768.000000,868001.210485,267996.000000
26,5.649000,4096.000000,1425008.902949,264126.000000
26,7.918000,512.000000,2576775.655586,228807.000000
26,16.772000,64.000000,5664160.758876,173096.000000
26,30.000000,6.000000,6462635.382604,160768.000000
26,30.000000,9.000000,6095914.642132,151460.000000
26,30.000000,12.000000,5733524.120119,174102.000000
26,30.000000,15.000000,5177812.835439,177466.000000
26,30.000000,18.000000,5837317.646034,187711.000000
