Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
22,4.073000,262144.000000,600779.235959,191794.000000
22,4.639000,32768.000000,1402084.498947,274553.000000
22,5.649000,4096.000000,2128366.984341,241720.000000
22,7.918000,512.000000,4776890.217151,297156.000000
22,16.772000,64.000000,9676174.178936,241798.000000
22,30.000000,6.000000,11002824.894085,232606.000000
22,30.000000,9.000000,11145260.455112,236966.000000
22,30.000000,12.000000,10164487.821355,247508.000000
22,30.000000,15.000000,10574392.881441,271659.000000
22,30.000000,18.000000,9542000.406201,254331.000000
