Mean_inter_arrival_time,bp_parameter_L,bp_parameter_H,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time
32,4.073000,262144.000000,91715.001570,41519.000000
32,4.639000,32768.000000,334532.546189,223235.000000
32,5.649000,4096.000000,169987.903014,71541.000000
32,7.918000,512.000000,233032.739335,38371.000000
32,16.772000,64.000000,102611.434475,5132.000000
32,30.000000,6.000000,81477.058434,4970.000000
32,30.000000,9.000000,100678.407005,5345.000000
32,30.000000,12.000000,73869.231416,4281.000000
32,30.000000,15.000000,101623.576615,5923.000000
32,30.000000,18.000000,81273.854953,6504.000000
